Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core
"2017-2018","Qld","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","138533","Core waste"
"2017-2018","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","19719","Core waste"
"2017-2018","Qld","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","Qld","Unclassified materials","Landfill","Disposal","0","Core waste"
"2017-2018","Qld","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2017-2018","Qld","Unclassified materials","Recycling","Recycling","15123","Core waste"
"2017-2018","SA","Ash","Other disposal","Long-term storage","0","Non-core waste"
"2017-2018","SA","Ash","Recycling","Recycling","0","Non-core waste"
"2017-2018","SA","Biosolids","Other disposal","Disposal","1148.33333333333","Core waste"
"2017-2018","SA","Biosolids","Recycling","Recycling","175970.714285714","Core waste"
"2017-2018","SA","Building and demolition materials","Landfill","Disposal","111362","Core waste"
"2017-2018","SA","Building and demolition materials","Recycling","Recycling","1360369","Core waste"
"2017-2018","SA","Glass","Landfill","Disposal","15771","Core waste"
"2017-2018","SA","Glass","Recycling","Recycling","59806","Core waste"
"2017-2018","SA","Hazardous wastes","Energy from waste facility","Energy recovery","12650.2517631947","Core waste"
"2017-2018","SA","Hazardous wastes","Landfill","Disposal","103202.105464948","Core waste"
"2017-2018","SA","Hazardous wastes","Other disposal","Disposal","4405.30429874178","Core waste"
"2017-2018","SA","Hazardous wastes","Recycling","Recycling","301055.704655999","Core waste"
"2017-2018","SA","Hazardous wastes","Treatment","Disposal","45805.4771937003","Core waste"
"2017-2018","SA","Hazardous wastes","Treatment","Energy recovery","6264.81645167002","Core waste"
"2017-2018","SA","Hazardous wastes","Treatment","Recycling","109148.46610479","Core waste"
"2017-2018","SA","Metals","Landfill","Disposal","24916","Core waste"
"2017-2018","SA","Metals","Recycling","Recycling","332223","Core waste"
"2017-2018","SA","Organics","Energy from waste facility","Energy recovery","79515","Core waste"
"2017-2018","SA","Organics","Landfill","Disposal","270621","Core waste"
"2017-2018","SA","Organics","Landfill","Energy recovery","84251","Core waste"
"2017-2018","SA","Organics","Recycling","Recycling","993315","Core waste"
"2017-2018","SA","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","SA","Paper & cardboard","Landfill","Disposal","67075","Core waste"
"2017-2018","SA","Paper & cardboard","Landfill","Energy recovery","14646","Core waste"
"2017-2018","SA","Paper & cardboard","Recycling","Recycling","236103","Core waste"
"2017-2018","SA","Plastics","Energy from waste facility","Energy recovery","4185","Core waste"
"2017-2018","SA","Plastics","Landfill","Disposal","53342","Core waste"
"2017-2018","SA","Plastics","Landfill","Energy recovery","0","Core waste"
"2017-2018","SA","Plastics","Recycling","Recycling","25514","Core waste"
"2017-2018","SA","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","21174","Core waste"
"2017-2018","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","4739","Core waste"
"2017-2018","SA","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","25512","Core waste"
"2017-2018","SA","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","SA","Unclassified materials","Landfill","Disposal","11585","Core waste"
"2017-2018","SA","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2017-2018","SA","Unclassified materials","Recycling","Recycling","4490","Core waste"
"2017-2018","Tas","Biosolids","Other disposal","Disposal","0","Core waste"
"2017-2018","Tas","Biosolids","Recycling","Recycling","33061.4285714286","Core waste"
"2017-2018","Tas","Building and demolition materials","Landfill","Disposal","63848","Core waste"
"2017-2018","Tas","Building and demolition materials","Recycling","Recycling","1813","Core waste"
"2017-2018","Tas","Glass","Landfill","Disposal","14038","Core waste"
"2017-2018","Tas","Glass","Recycling","Recycling","16661","Core waste"
"2017-2018","Tas","Hazardous wastes","Energy from waste facility","Energy recovery","3096.11618743809","Core waste"
"2017-2018","Tas","Hazardous wastes","Landfill","Disposal","33886.4589192231","Core waste"
"2017-2018","Tas","Hazardous wastes","Other disposal","Disposal","108.212287521687","Core waste"
"2017-2018","Tas","Hazardous wastes","Recycling","Recycling","165754.07901851","Core waste"
"2017-2018","Tas","Hazardous wastes","Treatment","Disposal","5946.15665989006","Core waste"
"2017-2018","Tas","Hazardous wastes","Treatment","Energy recovery","15.4350709970102","Core waste"
"2017-2018","Tas","Hazardous wastes","Treatment","Recycling","45932.5228206269","Core waste"
"2017-2018","Tas","Metals","Landfill","Disposal","15267","Core waste"
"2017-2018","Tas","Metals","Recycling","Recycling","8646","Core waste"
"2017-2018","Tas","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","Tas","Organics","Landfill","Disposal","159854","Core waste"
"2017-2018","Tas","Organics","Landfill","Energy recovery","33896","Core waste"
"2017-2018","Tas","Organics","Recycling","Recycling","13147","Core waste"
"2017-2018","Tas","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","Tas","Paper & cardboard","Landfill","Disposal","51476","Core waste"
"2017-2018","Tas","Paper & cardboard","Landfill","Energy recovery","8216","Core waste"
"2017-2018","Tas","Paper & cardboard","Recycling","Recycling","49843","Core waste"
"2017-2018","Tas","Plastics","Landfill","Disposal","71319","Core waste"
"2017-2018","Tas","Plastics","Recycling","Recycling","2761","Core waste"
"2017-2018","Tas","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","Tas","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","18640","Core waste"
"2017-2018","Tas","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","3046","Core waste"
"2017-2018","Tas","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","324","Core waste"
"2017-2018","Tas","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","Tas","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2017-2018","Vic","Ash","Other disposal","Long-term storage","864648.315510875","Non-core waste"
"2017-2018","Vic","Ash","Recycling","Recycling","0","Non-core waste"
"2017-2018","Vic","Biosolids","Other disposal","Disposal","15221.9047619048","Core waste"
"2017-2018","Vic","Biosolids","Recycling","Recycling","482301.904761905","Core waste"
"2017-2018","Vic","Building and demolition materials","Landfill","Disposal","1088562","Core waste"
"2017-2018","Vic","Building and demolition materials","Recycling","Recycling","5507209","Core waste"
"2017-2018","Vic","Glass","Landfill","Disposal","95359","Core waste"
"2017-2018","Vic","Glass","Recycling","Recycling","229997","Core waste"
"2017-2018","Vic","Hazardous wastes","Energy from waste facility","Energy recovery","48800.4095579636","Core waste"
"2017-2018","Vic","Hazardous wastes","Landfill","Disposal","882034.298519096","Core waste"
"2017-2018","Vic","Hazardous wastes","Other disposal","Disposal","5973.58182945203","Core waste"
"2017-2018","Vic","Hazardous wastes","Recycling","Recycling","335098.309911029","Core waste"
"2017-2018","Vic","Hazardous wastes","Treatment","Disposal","83169.4164913162","Core waste"
"2017-2018","Vic","Hazardous wastes","Treatment","Energy recovery","4080.23677796265","Core waste"
"2017-2018","Vic","Hazardous wastes","Treatment","Recycling","141170.092736376","Core waste"
"2017-2018","Vic","Metals","Landfill","Disposal","149139","Core waste"
"2017-2018","Vic","Metals","Recycling","Recycling","1455579","Core waste"
"2017-2018","Vic","Organics","Anaerobic digestion","Recycling","18000","Core waste"
"2017-2018","Vic","Organics","Energy from waste facility","Energy recovery","43000","Core waste"
"2017-2018","Vic","Organics","Landfill","Disposal","1330109","Core waste"
"2017-2018","Vic","Organics","Landfill","Energy recovery","481683","Core waste"
"2017-2018","Vic","Organics","Recycling","Recycling","1070205","Core waste"
"2017-2018","Vic","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","Vic","Paper & cardboard","Landfill","Disposal","462229","Core waste"
"2017-2018","Vic","Paper & cardboard","Landfill","Energy recovery","129698","Core waste"
"2017-2018","Vic","Paper & cardboard","Recycling","Recycling","1481017","Core waste"
"2017-2018","Vic","Plastics","Landfill","Disposal","517049","Core waste"
"2017-2018","Vic","Plastics","Recycling","Recycling","137167","Core waste"
"2017-2018","Vic","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","5000","Core waste"
"2017-2018","Vic","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","158504","Core waste"
"2017-2018","Vic","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","45644","Core waste"
"2017-2018","Vic","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","22315","Core waste"
"2017-2018","Vic","Unclassified materials","Landfill","Disposal","0","Core waste"
"2017-2018","WA","Ash","Other disposal","Long-term storage","224529.13216029","Non-core waste"
"2017-2018","WA","Ash","Recycling","Recycling","880838.879102546","Non-core waste"
"2017-2018","WA","Biosolids","Other disposal","Disposal","33035.2560398451","Core waste"
"2017-2018","WA","Biosolids","Recycling","Recycling","108166.90371509","Core waste"
"2017-2018","WA","Building and demolition materials","Landfill","Disposal","444088","Core waste"
"2017-2018","WA","Building and demolition materials","Recycling","Recycling","994788","Core waste"
"2017-2018","WA","Glass","Landfill","Disposal","69351","Core waste"
"2017-2018","WA","Glass","Recycling","Recycling","45814","Core waste"
"2017-2018","WA","Hazardous wastes","Energy from waste facility","Energy recovery","15638.7022512657","Core waste"
"2017-2018","WA","Hazardous wastes","Landfill","Disposal","249017.112666016","Core waste"
"2017-2018","WA","Hazardous wastes","Other disposal","Disposal","3327.17348311471","Core waste"
"2017-2018","WA","Hazardous wastes","Recycling","Recycling","351969.30022627","Core waste"
"2017-2018","WA","Hazardous wastes","Treatment","Disposal","78824.964220576","Core waste"
"2017-2018","WA","Hazardous wastes","Treatment","Energy recovery","11837.3869754429","Core waste"
"2017-2018","WA","Hazardous wastes","Treatment","Recycling","76318.3181442855","Core waste"
"2017-2018","WA","Metals","Landfill","Disposal","71491","Core waste"
"2017-2018","WA","Metals","Recycling","Recycling","670799","Core waste"
"2017-2018","WA","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Organics","Landfill","Disposal","760328","Core waste"
"2017-2018","WA","Organics","Landfill","Energy recovery","157769","Core waste"
"2017-2018","WA","Organics","Recycling","Recycling","350970","Core waste"
"2017-2018","WA","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Paper & cardboard","Landfill","Disposal","232029","Core waste"
"2017-2018","WA","Paper & cardboard","Landfill","Energy recovery","33861","Core waste"
"2017-2018","WA","Paper & cardboard","Recycling","Recycling","251112","Core waste"
"2017-2018","WA","Plastics","Landfill","Disposal","309949","Core waste"
"2017-2018","WA","Plastics","Recycling","Recycling","17120","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","74021","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","10736","Core waste"
"2017-2018","WA","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","5834","Core waste"
"2017-2018","WA","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2017-2018","WA","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2016-2017","ACT","Biosolids","Other disposal","Disposal","93428.5714285714","Core waste"
"2016-2017","ACT","Biosolids","Recycling","Recycling","0","Core waste"
"2016-2017","ACT","Building and demolition materials","Landfill","Disposal","38346","Core waste"
"2016-2017","ACT","Building and demolition materials","Recycling","Recycling","108999","Core waste"
"2016-2017","ACT","Glass","Landfill","Disposal","6539","Core waste"
"2016-2017","ACT","Glass","Recycling","Recycling","14122","Core waste"
"2016-2017","ACT","Hazardous wastes","Energy from waste facility","Energy recovery","1082.50545072019","Core waste"
"2016-2017","ACT","Hazardous wastes","Landfill","Disposal","210786.662166053","Core waste"
"2016-2017","ACT","Hazardous wastes","Other disposal","Disposal","109.561099507023","Core waste"
"2016-2017","ACT","Hazardous wastes","Recycling","Recycling","6768.80007168352","Core waste"
"2016-2017","ACT","Hazardous wastes","Treatment","Disposal","922.262327912121","Core waste"
"2016-2017","ACT","Hazardous wastes","Treatment","Energy recovery","66.2947916265391","Core waste"
"2016-2017","ACT","Hazardous wastes","Treatment","Recycling","924.957987927296","Core waste"
